BUILDING ID,REGISTRATION ID,BOROUGH,NUMBER,STREET,VACATE ORDER NUMBER,PRIMARY VACATE REASON,VACATE TYPE,VACATE EFFECTIVE DATE,RESCIND DATE,NUMBER OF VACATED UNITS,POSTCODE,LATITUDE,LONGITUDE,COMMUNITY BOARD,COUNCIL DISTRICT,CENSUS TRACT,BIN,BBL,NTA
614946,0,QN,139-55,230 PLACE,147232,Illegal Occupancy,Partial,02/28/2019,,1,11413,40.66820,-73.74425,13,31,650,4283523,4131860008,Laurelton
806886,222174,BX,20,RICHMAN PLAZA,147286,Fire Damage,Partial,02/25/2019,,1,10453,40.85176,-73.92274,5,16,53,2127134,2028820229,University Heights-Morris Heights
842352,224211,BX,437,ZEREGA AVENUE,122775,Fire Damage,Entire Building,04/22/2015,05/26/2015,3,10473,40.81597,-73.84484,9,18,84,2103331,2035120089,Soundview-Castle Hill-Clason Point-Harding Park                            
383028,304009,BK,1060,UNION STREET,147059,Fire Damage,Partial,01/30/2019,02/26/2019,2,11225,40.66948,-73.95684,9,35,325,3033122,3012730025,Crown Heights South
533055,0,QN,219-04,119 AVENUE,147282,Illegal Occupancy,Partial,02/21/2019,,1,11411,40.69205,-73.74257,13,27,610,4275422,4127790019,Cambria Heights
84183,203818,BX,2680,HEATH AVENUE,110694,Fire Damage,Partial,08/05/2013,05/22/2014,2,10463,40.87080,-73.90576,7,14,269,2015198,2032400011,Kingsbridge Heights                                                        
238303,308497,BK,795,EAST 4 STREET,147208,Fire Damage,Partial,02/21/2019,,1,11218,40.63259,-73.97440,14,44,484,3127613,3054110007,Kensington-Ocean Parkway
96869,203887,BX,1668,MONTGOMERY AVENUE,147261,Fire Damage,Entire Building,03/04/2019,,5,10453,40.84905,-73.91982,5,14,21501,2009000,2028780039,University Heights-Morris Heights
840706,224885,BX,1052,REV JAMES POLITE AVENUE,128104,Illegal Occupancy,Partial,02/10/2016,12/06/2017,1,10459,40.82490,-73.89884,2,17,131,2103534,2026910158,Longwood                                                                   
21769,120819,MN,106,FT WASHINGTON AVENUE,142311,Fire Damage,Partial,01/18/2018,02/12/2019,2,10032,40.83886,-73.94358,12,7,245,1063370,1021370126,Washington Heights South
839986,815934,BK,1702,EAST NEW YORK AVENUE,127589,Habitability,Entire Building,02/25/2016,,1,11212,40.67458,-73.90556,16,37,908,3338550,3036770020,Brownsville                                                                
839985,814889,BK,1704,EAST NEW YORK AVENUE,96990,Habitability,Partial,07/12/2012,,1,11212,40.67460,-73.90550,16,37,908,3338551,3036770021,Brownsville                                                                
384609,0,BK,82,UTICA AVENUE,147177,Habitability,Entire Building,02/01/2019,,2,11213,40.67614,-73.93044,8,36,309,3035688,3013420052,Crown Heights North
600222,0,QN,89-85,211 STREET,126926,Illegal Occupancy,Partial,12/14/2015,02/25/2019,1,11427,40.72065,-73.75258,13,23,548,4225685,4105770047,Queens Village
219240,814058,BK,740,CHAUNCEY STREET,147263,Illegal Occupancy,Entire Building,02/26/2019,,6,11207,40.68578,-73.90696,4,37,403,3080279,3034520007,Bushwick South
812539,500945,SI,280,PARKHILL AVENUE,147178,Fire Damage,Partial,02/21/2019,,1,10304,40.61247,-74.08318,1,49,40,5106239,5029220001,Grymes Hill-Clifton-Fox Hills
775062,501537,SI,141,NORMA PLACE,122150,Habitability,Entire Building,03/02/2015,02/15/2019,4,10301,40.62806,-74.10350,1,49,67,5007242,5002620089,New Brighton-Silver Lake
108513,220197,BX,2776,SEDGWICK AVENUE,147036,Illegal Occupancy,Partial,02/06/2019,,1,10468,40.87142,-73.90242,8,14,26702,2015373,2032490190,Van Cortlandt Village
9909,109655,MN,260,CONVENT AVENUE,147184,Fire Damage,Partial,02/08/2019,,1,10031,40.82158,-73.94848,9,9,227,1061203,1020570039,Hamilton Heights
83917,203361,BX,1275,HAVEMEYER AVENUE,117414,Fire Damage,Partial,06/18/2014,,1,10462,40.83408,-73.84840,9,18,92,2026941,2038230037,Westchester-Unionport                                                      
247354,333394,BK,1305,EAST 18 STREET,145536,Fire Damage,Partial,08/29/2018,02/20/2019,3,11230,40.61904,-73.95731,14,44,538,3180711,3067380052,Midwood
387003,300012,BK,16,VERNON AVENUE,145773,Fire Damage,Partial,10/03/2018,02/26/2019,1,11206,40.69436,-73.95139,3,36,253,3048744,3017580014,Bedford
262450,0,BK,197,EAST 39 STREET,146542,Illegal Occupancy,Partial,12/12/2018,02/15/2019,1,11203,40.65245,-73.94108,17,41,814,3108926,3048760058,East Flatbush-Farragut
789958,0,SI,968,VAN DUZER STREET,147210,Habitability,Entire Building,02/01/2019,,2,10304,40.61564,-74.08763,1,49,47,5016016,5006210079,Grymes Hill-Clifton-Fox Hills
836237,14665,SI,282,TARGEE STREET,115228,Illegal Occupancy,Partial,04/02/2014,,1,10304,40.62002,-74.08452,1,49,29,5108893,5005670024,Stapleton-Rosebank                                                         
119048,201179,BX,1453,WALTON AVENUE,147294,Fire Damage,Partial,03/04/2019,,1,10452,40.84081,-73.91506,4,16,223,2008116,2028440065,West Concourse
8355,142423,MN,489,BROADWAY,91802,Fire Damage,Partial,01/05/2012,,1,10012,40.72186,-73.99981,2,1,49,1007254,1004840028,SoHo-TriBeCa-Civic Center-Little Italy                                     
347437,307368,BK,2233,OCEAN AVENUE,147175,Illegal Occupancy,Partial,02/13/2019,,1,11229,40.60733,-73.95290,15,48,550,3183217,3068030065,Madison
97341,212478,BX,1165,MORRIS AVENUE,147183,Fire Damage,Partial,02/13/2019,,1,10456,40.83234,-73.91465,4,16,18101,2002604,2024490072,East Concourse-Concourse Village
834121,426220,QN,147-19,75 ROAD,91833,Fire Damage,Partial,01/13/2012,,1,11367,40.72404,-73.81772,8,24,77907,4451476,4066830036,Kew Gardens Hills                                                          
81025,713442,BX,3022,GRACE AVENUE,110320,Illegal Occupancy,Partial,07/24/2013,,1,10469,40.87221,-73.83600,12,12,46202,2062348,2047810054,Co-op City
2098,139271,MN,2243,3 AVENUE,147284,Fire Damage,Partial,02/25/2019,,1,10035,40.80186,-73.93715,11,8,194,1054626,1017870001,East Harlem North
832306,223212,BX,3300,PALMER AVENUE,132705,Fire Damage,Partial,08/22/2016,,1,10475,40.87830,-73.83495,12,12,46202,2102474,2052280041,Co-op City                                                                 
80384,713376,BX,1515,GILLESPIE AVENUE,146113,Illegal Occupancy,Partial,11/14/2018,02/06/2019,1,10461,40.84256,-73.83104,10,13,264,2074693,2053950025,Schuylerville-Throgs Neck-Edgewater Park
828610,426108,QN,33-38,109 STREET,133440,Illegal Occupancy,Partial,09/21/2016,,1,11368,40.75725,-73.86017,3,21,381,4467404,4017230019,North Corona                                                               
82738,219784,BX,4367,GUNTHER AVENUE,97264,Illegal Occupancy,Partial,07/24/2012,,1,10466,40.89705,-73.85100,12,12,436,2069993,2050500037,Woodlawn-Wakefield                                                         
8257,128589,MN,4321,BROADWAY,128295,Fire Damage,Partial,03/03/2016,,1,10033,40.85227,-73.93468,12,10,271,1064423,1021800120,Washington Heights North                                                   
824683,141286,MN,180,RIVERSIDE BOULEVARD,94229,Fire Damage,Partial,03/15/2012,,1,10069,40.77837,-73.98851,7,6,155,1085805,1011710129,Lincoln Square                                                             
662332,910356,QN,19-54,HAZEN STREET,147396,Illegal Occupancy,Partial,03/15/2019,,1,11370,40.77291,-73.89400,1,22,12301,4014155,4007550051,Steinway
310363,364894,BK,311,HENDRIX STREET,147655,Illegal Occupancy,Partial,03/28/2019,,2,11207,40.67449,-73.88982,5,37,1152,3088535,3039790040,East New York
8234,108150,MN,4232,BROADWAY,136057,Fire Damage,Partial,03/10/2017,,1,10033,40.84931,-73.93665,12,10,263,1063918,1021630032,Washington Heights South                                                   
8234,108150,MN,4232,BROADWAY,125908,Illegal Occupancy,Partial,09/24/2015,05/20/2016,5,10033,40.84931,-73.93665,12,10,263,1063918,1021630032,Washington Heights South                                                   
8230,108148,MN,4221,BROADWAY,109395,Fire Damage,Partial,06/17/2013,03/16/2015,1,10033,40.84904,-73.93698,12,10,265,1064270,1021760054,Washington Heights South                                                   
8225,101296,MN,4197,BROADWAY,117946,Fire Damage,Partial,07/08/2014,,1,10033,40.84823,-73.93776,12,10,265,1064271,1021760070,Washington Heights South                                                   
822565,141731,MN,244,EAST 110 STREET,99305,Illegal Occupancy,Partial,10/05/2012,,1,10029,40.79369,-73.94177,11,8,180,1085561,1016590130,East Harlem North                                                          
822420,501308,SI,225,VANDERBILT AVENUE,115376,Fire Damage,Partial,04/15/2014,,2,10304,40.61916,-74.07888,1,49,29,5014261,5005590013,Stapleton-Rosebank                                                         
371579,302019,BK,5101,SNYDER AVENUE,147554,Fire Damage,Partial,03/14/2019,,1,11203,40.65019,-73.92906,17,41,862,3102910,3046990042,Rugby-Remsen Village
102969,713490,BX,3329,PERRY AVENUE,145457,Illegal Occupancy,Partial,08/24/2018,,1,10467,40.87796,-73.87475,7,11,423,2018192,2033430141,Norwood
82131,203692,BX,977,GRANT AVENUE,107228,Fire Damage,Partial,04/04/2013,,5,10456,40.82850,-73.91795,4,16,18302,2002484,2024460021,East Concourse-Concourse Village                                           
700364,402974,QN,119-20,UNION TURNPIKE,146162,Fire Damage,Partial,11/19/2018,03/07/2019,2,11415,40.71324,-73.83288,9,29,773,4080003,4033480021,Kew Gardens
278455,819753,BK,1047,EAST 84 STREET,137031,Illegal Occupancy,Partial,05/03/2017,,1,11236,40.63490,-73.90758,18,46,996,3225703,3080360019,Canarsie
119316,713478,BX,1049,WARD AVENUE,143455,Illegal Occupancy,Partial,03/28/2018,,2,10472,40.82516,-73.87647,9,18,5001,2023495,2037150046,Soundview-Bruckner
821087,712797,BX,637,EAST 182 STREET,122066,Habitability,Entire Building,02/24/2015,07/19/2016,1,10457,40.85150,-73.88903,6,15,391,2115551,2030710067,Belmont                                                                    
701972,420487,QN,51-60,VAN KLEECK STREET,144631,Fire Damage,Partial,06/26/2018,02/28/2019,1,11373,40.73593,-73.88212,4,25,479,4057186,4024730031,Elmhurst-Maspeth
820709,223473,BX,1524,PAULDING AVENUE,130473,Fire Damage,Entire Building,05/16/2016,02/03/2017,3,10461,40.84342,-73.85195,11,13,256,2119496,2040670010,Van Nest-Morris Park-Westchester Square                                    
82036,215244,BX,1119,GRANT AVENUE,108807,Fire Damage,Partial,06/06/2013,,1,10456,40.83152,-73.91620,4,16,18101,2002659,2024520027,East Concourse-Concourse Village                                           
82031,215242,BX,1104,GRANT AVENUE,132891,Illegal Occupancy,Partial,08/22/2016,,1,10456,40.83125,-73.91634,4,16,18101,2002563,2024490003,East Concourse-Concourse Village                                           
304638,318002,BK,917,GREENE AVENUE,146925,Fire Damage,Partial,01/24/2019,03/05/2019,1,11221,40.69071,-73.93113,3,36,291,3043823,3016160056,Stuyvesant Heights
82019,205602,BX,1064,GRANT AVENUE,96102,Habitability,Entire Building,06/14/2012,02/09/2015,1,10456,40.83033,-73.91688,4,16,18101,2002540,2024480012,East Concourse-Concourse Village                                           
81996,202390,BX,1245,GRANDVIEW PLACE,125909,Fire Damage,Partial,09/16/2015,11/19/2015,1,10452,40.83564,-73.91772,4,16,197,2002854,2024650038,West Concourse                                                             
81992,207678,BX,930,GRAND CONCOURSE,92947,Fire Damage,Partial,02/13/2012,,1,10451,40.82835,-73.92184,4,16,18301,2002809,2024610007,East Concourse-Concourse Village                                           
650321,410732,QN,43-03,DITMARS BOULEVARD,146021,Fire Damage,Partial,11/08/2018,03/07/2019,1,11105,40.77126,-73.90379,1,22,121,4014970,4007840002,Steinway
82206,200434,BX,3900,GREYSTONE AVENUE,144179,Fire Damage,Partial,06/05/2018,03/19/2019,3,10463,40.88945,-73.90448,8,11,335,2084041,2057800940,North Riverdale-Fieldston-Riverdale
81985,207502,BX,790,GRAND CONCOURSE,133396,Fire Damage,Partial,09/21/2016,09/06/2017,1,10451,40.82452,-73.92399,4,16,5902,2002790,2024580085,East Concourse-Concourse Village                                           
81985,207502,BX,790,GRAND CONCOURSE,109047,Fire Damage,Partial,06/06/2013,08/13/2013,1,10451,40.82452,-73.92399,4,16,5902,2002790,2024580085,East Concourse-Concourse Village                                           
81982,206852,BX,750,GRAND CONCOURSE,129117,Illegal Occupancy,Partial,04/21/2016,09/22/2017,1,10451,40.82310,-73.92457,4,17,5902,2002784,2024580026,East Concourse-Concourse Village                                           
81982,206852,BX,750,GRAND CONCOURSE,101175,Fire Damage,Partial,11/23/2012,,1,10451,40.82310,-73.92457,4,17,5902,2002784,2024580026,East Concourse-Concourse Village                                           
81981,205886,BX,740,GRAND CONCOURSE,128585,Fire Damage,Partial,03/28/2016,,1,10451,40.82292,-73.92464,4,17,5902,2002783,2024580025,East Concourse-Concourse Village                                           
81981,205886,BX,740,GRAND CONCOURSE,121326,Fire Damage,Partial,02/10/2015,,1,10451,40.82292,-73.92464,4,17,5902,2002783,2024580025,East Concourse-Concourse Village                                           
81927,209249,BX,3130,GRAND CONCOURSE,97712,Fire Damage,Partial,08/10/2012,,1,10458,40.87512,-73.88629,7,11,413,2017347,2033117501,Bedford Park-Fordham North                                                 
81919,200943,BX,3034,GRAND CONCOURSE,99359,Fire Damage,Partial,10/11/2012,,1,10458,40.87386,-73.88686,7,11,413,2017235,2033080001,Bedford Park-Fordham North                                                 
270384,0,BK,873,EAST 54 STREET,147703,Illegal Occupancy,Partial,03/28/2019,,5,11234,40.63680,-73.92487,18,46,94401,3223161,3079720031,Flatlands
382,139824,MN,1952,1 AVENUE,143745,Fire Damage,Partial,04/18/2018,03/11/2019,1,10029,40.78622,-73.94252,11,8,162,1083932,1016940007,East Harlem South
55431,206348,BX,1011,CARROLL PLACE,147553,Fire Damage,Partial,03/28/2019,,1,10456,40.82982,-73.91939,4,16,18301,2002824,2024610111,East Concourse-Concourse Village
309463,309166,BK,1015,HEGEMAN AVENUE,134266,Illegal Occupancy,Partial,12/15/2016,03/20/2019,1,11208,40.66689,-73.87550,5,42,1118,3098419,3044550041,East New York
100054,0,BX,1899,OBRIEN AVENUE,147371,Illegal Occupancy,Partial,03/11/2019,,1,10473,40.81130,-73.85694,9,18,2,2020456,2034730001,Soundview-Castle Hill-Clason Point-Harding Park
81879,208010,BX,2820,GRAND CONCOURSE,133069,Fire Damage,Partial,09/22/2016,,1,10458,40.86961,-73.89163,7,15,40302,2017156,2033040146,Bedford Park-Fordham North                                                 
81875,202236,BX,2791,GRAND CONCOURSE,141044,Fire Damage,Partial,10/26/2017,12/14/2017,1,10468,40.86900,-73.89216,7,14,40303,2017466,2033150094,Van Cortlandt Village                                                      
81866,200069,BX,2701,GRAND CONCOURSE,126619,Fire Damage,Partial,10/28/2015,11/20/2015,1,10468,40.86727,-73.89348,7,14,40304,2017427,2033140051,Van Cortlandt Village                                                      
15305,103176,MN,326,EAST 66 STREET,145683,Fire Damage,Partial,09/24/2018,03/05/2019,5,10065,40.76464,-73.96036,8,5,118,1044728,1014400041,Lenox Hill-Roosevelt Island
81863,202735,BX,2676,GRAND CONCOURSE,94418,Fire Damage,Partial,04/02/2012,,1,10458,40.86669,-73.89390,7,15,40302,2017133,2033040020,Bedford Park-Fordham North                                                 
81860,207140,BX,2664,GRAND CONCOURSE,97149,Fire Damage,Partial,07/24/2012,,1,10458,40.86640,-73.89411,7,15,40302,2017132,2033040010,Bedford Park-Fordham North                                                 
81856,200450,BX,2615,GRAND CONCOURSE,111317,Fire Damage,Partial,09/30/2013,,1,10468,40.86500,-73.89520,7,14,401,2013832,2031680052,Bedford Park-Fordham North                                                 
135263,374115,BK,341,10 ST,144793,Fire Damage,Partial,07/09/2018,09/06/2018,1,11215,40.66906,-73.98776,6,39,139,3022261,3010100026,Park Slope-Gowanus
60136,203404,BX,2528,CRUGER AVENUE,147737,Fire Damage,Partial,04/01/2019,,2,10467,40.86403,-73.86637,11,15,330,2051340,2044340014,Bronxdale
818370,425522,QN,146-04,FARMERS BOULEVARD,111371,Fire Damage,Partial,09/30/2013,,1,11434,40.66332,-73.76916,13,31,306,4536018,4133087501,Springfield Gardens South-Brookville                                       
497468,0,QN,182-28,89 AVENUE,147397,Illegal Occupancy,Partial,03/28/2019,,1,11423,40.71227,-73.77913,12,27,470,4212499,4099220027,Jamaica
409431,408266,QN,26-15,24 AVENUE,147418,Fire Damage,Partial,03/14/2019,,3,11102,40.77433,-73.91827,1,22,97,4018157,4008540074,Steinway
81809,211506,BX,2351,GRAND CONCOURSE,95493,Fire Damage,Partial,05/14/2012,,1,10468,40.85889,-73.89910,5,14,23703,2013787,2031640052,Fordham South                                                              
51312,207905,BX,2846,BRIGGS AVENUE,145045,Fire Damage,Partial,07/27/2018,03/19/2019,13,10458,40.86923,-73.88882,7,15,40702,2016897,2032960010,Bedford Park-Fordham North
333368,0,BK,237,MARTENSE STREET,145771,Illegal Occupancy,Partial,10/03/2018,03/20/2019,1,11226,40.65163,-73.95109,17,40,820,3116839,3050880065,Prospect Lefferts Gardens-Wingate
653945,970211,QN,114-53,FARMERS BOULEVARD,147569,Illegal Occupancy,Partial,04/01/2019,,2,11412,40.69650,-73.76170,12,27,526,4236286,4110090010,St. Albans
97706,205715,BX,1005,MORRIS PARK AVENUE,147404,Fire Damage,Partial,03/11/2019,,1,10462,40.84821,-73.85604,11,13,252,2045446,2041270038,Van Nest-Morris Park-Westchester Square
70653,211447,BX,725,EAST 226 STREET,147484,Fire Damage,Entire Building,03/15/2019,,3,10466,40.88817,-73.85897,12,12,406,2063468,2048400032,Williamsbridge-Olinville
81783,209121,BX,2195,GRAND CONCOURSE,95455,Fire Damage,Partial,05/14/2012,,2,10453,40.85572,-73.90102,5,14,23704,2013759,2031620029,Fordham South                                                              
216708,0,BK,10,CAMPUS PLACE,146246,Illegal Occupancy,Partial,11/14/2018,01/30/2019,1,11208,40.68432,-73.87200,5,37,1184,3092276,3041310019,Cypress Hills-City Line
81770,200149,BX,2075,GRAND CONCOURSE,127875,Fire Damage,Partial,02/03/2016,,6,10453,40.85332,-73.90290,5,14,23501,2013742,2031600020,Mount Hope                                                                 
81769,210773,BX,2070,GRAND CONCOURSE,95600,Fire Damage,Partial,06/05/2012,,3,10457,40.85322,-73.90295,5,15,23502,2013631,2031560009,Mount Hope                                                                 
81758,710254,BX,2017,GRAND CONCOURSE,113824,Habitability,Entire Building,01/22/2014,,5,10453,40.85176,-73.90417,5,14,23501,2007695,2028080090,Mount Hope                                                                 
81747,204222,BX,1939,GRAND CONCOURSE,94159,Fire Damage,Partial,03/19/2012,,1,10453,40.85038,-73.90527,5,14,23501,2007683,2028080012,Mount Hope                                                                 
81747,204222,BX,1939,GRAND CONCOURSE,115577,Fire Damage,Partial,04/15/2014,,1,10453,40.85038,-73.90527,5,14,23501,2007683,2028080012,Mount Hope                                                                 
228673,314909,BK,825,CROWN STREET,145315,Fire Damage,Partial,08/13/2018,03/11/2019,2,11213,40.66517,-73.93008,9,41,349,3038181,3014150075,Crown Heights North
